text,label
Oh i am not happy,0
"Right now, i am not happy",0
I am heartbroken,0
Oh i am not fine today,0
I wish things were different.,0
"Right now, this makes me cry",0
Oh i am not happy,0
Everything is falling apart,0
I do not feel okay today,0
This makes me cry,0
"Right now, i am not fine today",0
"Right now, nothing feels right",0
This makes me cry,0
I am not fine today,0
I do not like this situation,0
Oh i am not fine today,0
Everything is falling apart today,0
I lost my friend,0
"Right now, i am not happy",0
I feel so down.,0
This is not what I wanted.,0
Oh i am heartbroken,0
This is not what I wanted today,0
Everything is falling apart.,0
"Honestly, i do not feel okay",0
"Honestly, my day was terrible",0
"Right now, i wish things were different",0
Everything is falling apart,0
"Right now, i wish things were different",0
Oh i am not happy,0
"Honestly, i do not like this situation",0
I am not happy.,0
Oh everything is falling apart,0
My day was terrible.,0
"Right now, i feel so down",0
"Right now, this makes me cry",0
Oh nothing feels right,0
My day was terrible.,0
Oh i am not fine today,0
I feel lonely today,0
Oh i miss those times,0
I am not happy today,0
Oh i do not feel okay,0
Oh i do not like this situation,0
Oh i feel so down,0
I lost my friend.,0
I lost my friend today,0
I do not like this situation.,0
I wish things were different.,0
Oh i wish things were different,0
"Honestly, i lost my friend",0
"Honestly, i feel lonely",0
"Honestly, i do not like this situation",0
I wish things were different today,0
I am heartbroken,0
I feel so down.,0
I miss those times.,0
Everything is falling apart,0
I feel lonely.,0
Oh i am heartbroken,0
"Honestly, my day was terrible",0
Nothing feels right today,0
This makes me cry,0
I miss those times.,0
Oh i feel lonely,0
"Honestly, everything is falling apart",0
I do not feel okay today,0
My day was terrible,0
Oh i am heartbroken,0
"Right now, i feel lonely",0
I do not like this situation,0
"Right now, i am not happy",0
"Right now, everything is falling apart",0
"Honestly, i am not fine today",0
Oh i do not feel okay,0
Oh i am not fine today,0
"Honestly, my day was terrible",0
I feel lonely.,0
Everything is falling apart today,0
"Honestly, i am heartbroken",0
"Right now, nothing feels right",0
Everything is falling apart.,0
Oh everything is falling apart,0
"Honestly, this makes me cry",0
My day was terrible today,0
I do not like this situation.,0
"Right now, this makes me cry",0
"Honestly, i do not like this situation",0
"Honestly, i do not like this situation",0
I am not fine today today,0
This is not what I wanted today,0
"Honestly, this is not what i wanted",0
Oh i do not like this situation,0
Oh i lost my friend,0
Oh i feel so down,0
I lost my friend.,0
Oh i feel lonely,0
This is not what I wanted,0
Nothing feels right today,0
I wish things were different,0
This is not what I wanted.,0
This is not what I wanted.,0
"Honestly, my day was terrible",0
This makes me cry,0
I feel so down today,0
I feel so down.,0
"Honestly, i feel so down",0
I wish things were different.,0
I am not happy today,0
I feel lonely.,0
Oh nothing feels right,0
I do not like this situation today,0
"Honestly, this is not what i wanted",0
I am not happy today,0
"Right now, i miss those times",0
Oh i am heartbroken,0
"Right now, i do not like this situation",0
I feel lonely,0
I am heartbroken,0
Oh this makes me cry,0
I am heartbroken,0
Everything is falling apart today,0
Oh this is not what i wanted,0
"Honestly, this is not what i wanted",0
My day was terrible.,0
This is not what I wanted.,0
"Honestly, i do not like this situation",0
This is not what I wanted,0
Oh this makes me cry,0
"Right now, everything is falling apart",0
Oh this is not what i wanted,0
I am not happy.,0
I feel lonely today,0
"Honestly, i feel so down",0
"Right now, i feel lonely",0
"Honestly, i wish things were different",0
I miss those times today,0
I lost my friend today,0
Everything is falling apart.,0
I miss those times today,0
My day was terrible.,0
I lost my friend.,0
I am heartbroken today,0
Oh i miss those times,0
Oh nothing feels right,0
Oh i am not fine today,0
My day was terrible.,0
"Honestly, i do not like this situation",0
Oh i am heartbroken,0
I do not feel okay today,0
I am not fine today.,0
"Right now, i feel lonely",0
Oh i feel so down,0
Oh this makes me cry,0
"Honestly, i miss those times",0
Oh i feel so down,0
I feel lonely today,0
"Honestly, i am not happy",0
Oh i miss those times,0
I am not fine today,0
"Right now, i do not like this situation",0
Oh i wish things were different,0
Everything is falling apart,0
Everything is falling apart today,0
I do not like this situation today,0
"Honestly, i wish things were different",0
I miss those times.,0
My day was terrible,0
This is not what I wanted.,0
Everything is falling apart,0
Oh i feel lonely,0
"Right now, this makes me cry",0
"Honestly, i do not feel okay",0
"Right now, this makes me cry",0
I feel so down,0
I do not feel okay.,0
"Honestly, i am not fine today",0
I do not feel okay.,0
I am not fine today today,0
I am not happy,0
I wish things were different today,0
"Honestly, i feel so down",0
This is not what I wanted,0
Oh i wish things were different,0
I lost my friend today,0
"Honestly, my day was terrible",0
I feel lonely.,0
Oh i lost my friend,0
I do not feel okay.,0
"Honestly, everything is falling apart",0
Oh i feel lonely,0
My day was terrible,0
I lost my friend today,0
This makes me cry.,0
Oh i lost my friend,0
I do not feel okay,0
I lost my friend,0
I am not happy.,0
I am heartbroken today,0
I do not like this situation.,0
"Honestly, i am not fine today",0
My day was terrible.,0
My day was terrible today,0
I am not fine today,0
I wish things were different,0
Oh this is not what i wanted,0
I wish things were different,0
I wish things were different.,0
I feel so down today,0
"Honestly, i am not happy",0
"Right now, i feel lonely",0
Nothing feels right.,0
I feel lonely today,0
"Right now, this makes me cry",0
"Honestly, this makes me cry",0
"Right now, i do not like this situation",0
I miss those times,0
"Honestly, i am not fine today",0
I am heartbroken.,0
I am heartbroken.,0
"Right now, i do not feel okay",0
"Honestly, nothing feels right",0
Oh i do not feel okay,0
I am heartbroken today,0
I do not feel okay.,0
"Honestly, i am heartbroken",0
I feel so down,0
Oh i miss those times,0
Everything is falling apart.,0
I wish things were different today,0
I lost my friend today,0
I feel so down today,0
Oh i am not fine today,0
Oh i am not fine today,0
I lost my friend,0
I do not feel okay today,0
I am not fine today,0
I feel lonely,0
Oh i feel lonely,0
I am heartbroken today,0
My day was terrible,0
I am not fine today,0
Oh i do not feel okay,0
"Honestly, i lost my friend",0
"Honestly, nothing feels right",0
Oh i am heartbroken,0
Nothing feels right today,0
Oh i lost my friend,0
Oh i wish things were different,0
This makes me cry.,0
I miss those times today,0
Oh this is not what i wanted,0
Oh i am heartbroken,0
I lost my friend,0
Everything is falling apart today,0
"Honestly, i am not happy",0
"Honestly, i am heartbroken",0
I feel lonely today,0
Oh everything is falling apart,0
I wish things were different,0
Oh everything is falling apart,0
"Honestly, this makes me cry",0
Oh everything is falling apart,0
I do not feel okay today,0
"Honestly, i feel lonely",0
"Honestly, i miss those times",0
I wish things were different.,0
"Honestly, i feel so down",0
"Honestly, i lost my friend",0
I am not fine today today,0
"Honestly, i am heartbroken",0
This makes me cry today,0
My day was terrible,0
I am not happy,0
This makes me cry.,0
"Honestly, this makes me cry",0
I do not like this situation,0
"Honestly, i do not like this situation",0
Nothing feels right.,0
Oh i am not fine today,0
I feel lonely today,0
Nothing feels right.,0
Oh this makes me cry,0
"Right now, i miss those times",0
Everything is falling apart today,0
"Right now, i miss those times",0
I feel so down.,0
"Right now, i feel so down",0
I do not feel okay today,0
Oh i lost my friend,0
Oh life is beautiful,1
Everything is perfect today,1
This made my day.,1
I do not feel tired,1
"Right now, i cannot stop smiling",1
Oh today is a great day,1
I do not feel tired.,1
Life is beautiful today,1
I feel amazing today today,1
I am full of joy.,1
Oh i love this moment,1
"Honestly, i love this moment",1
Today is a great day.,1
This made my day.,1
"Honestly, today is a great day",1
This is not boring,1
I am very happy.,1
Life is beautiful.,1
"Right now, today is a great day",1
Oh i am very happy,1
Oh that was very funny,1
This made my day today,1
This made my day today,1
Everything is perfect,1
Life is beautiful.,1
Oh i love this moment,1
Everything is perfect,1
I feel amazing today.,1
Oh i am full of joy,1
"Honestly, that was very funny",1
I feel amazing today,1
Today is a great day,1
"Right now, i do not feel bad",1
I cannot stop smiling today,1
"Right now, i love this moment",1
Life is beautiful.,1
Life is beautiful.,1
Everything is perfect today,1
Oh i cannot stop smiling,1
I am not sad today,1
That was very funny today,1
"Honestly, i do not feel bad",1
I am full of joy,1
Oh i cannot stop smiling,1
I am not sad today,1
"Right now, i am full of joy",1
I do not feel bad today,1
Oh i am full of joy,1
"Right now, i am full of joy",1
"Honestly, this is not boring",1
Everything is perfect today,1
"Right now, i feel amazing today",1
I am very happy,1
"Right now, life is beautiful",1
I am not worried at all,1
"Honestly, i feel amazing today",1
Oh this is not boring,1
"Right now, i feel amazing today",1
"Honestly, this made my day",1
I do not feel tired today,1
I do not feel bad,1
"Right now, life is beautiful",1
Oh i am not worried at all,1
I cannot stop smiling today,1
Life is beautiful,1
"Right now, that was very funny",1
Everything is perfect.,1
I am full of joy,1
"Right now, i am very happy",1
"Right now, i am not sad today",1
Today is a great day.,1
Oh i cannot stop smiling,1
I am full of joy.,1
That was very funny today,1
This made my day.,1
"Honestly, everything is perfect",1
Today is a great day today,1
"Honestly, i am not sad today",1
This is not boring,1
I am not sad today.,1
I do not feel bad.,1
"Honestly, i do not feel bad",1
I am not worried at all.,1
I feel amazing today,1
"Right now, this is not boring",1
That was very funny,1
Life is beautiful today,1
This is not boring.,1
"Honestly, i do not feel bad",1
"Right now, this is not boring",1
Life is beautiful today,1
"Right now, everything is perfect",1
"Right now, i feel amazing today",1
"Honestly, today is a great day",1
Oh i do not feel bad,1
That was very funny.,1
I love this moment.,1
I am very happy,1
"Right now, i am not worried at all",1
Today is a great day,1
I feel amazing today.,1
"Right now, i am very happy",1
"Honestly, i do not feel bad",1
Today is a great day.,1
Everything is perfect today,1
This is not boring.,1
Oh today is a great day,1
I am very happy today,1
"Honestly, i do not feel tired",1
"Right now, i am very happy",1
I love this moment,1
That was very funny.,1
This made my day,1
I do not feel tired,1
I cannot stop smiling today,1
Oh this made my day,1
I am very happy today,1
This is not boring today,1
I am not worried at all.,1
"Honestly, i am full of joy",1
I love this moment,1
I feel amazing today.,1
Oh i am not sad today,1
I do not feel tired.,1
Oh i do not feel tired,1
This is not boring,1
"Honestly, i do not feel tired",1
"Right now, this is not boring",1
I feel amazing today,1
I am not worried at all today,1
I do not feel tired,1
That was very funny today,1
"Right now, life is beautiful",1
I cannot stop smiling today,1
"Right now, i am not worried at all",1
I am not sad today.,1
"Honestly, this made my day",1
I am not sad today today,1
Everything is perfect.,1
"Right now, this made my day",1
I cannot stop smiling.,1
I cannot stop smiling.,1
I am full of joy.,1
I feel amazing today,1
"Honestly, life is beautiful",1
Life is beautiful.,1
I am not worried at all.,1
Oh i feel amazing today,1
"Honestly, today is a great day",1
I feel amazing today.,1
Life is beautiful today,1
I do not feel bad.,1
That was very funny today,1
Oh i cannot stop smiling,1
"Honestly, i do not feel tired",1
I feel amazing today,1
Today is a great day today,1
"Right now, that was very funny",1
I cannot stop smiling today,1
I am very happy.,1
I am full of joy,1
"Right now, this made my day",1
"Right now, everything is perfect",1
I am full of joy,1
"Honestly, i am very happy",1
I love this moment today,1
"Honestly, i am not sad today",1
Today is a great day today,1
I am very happy.,1
I love this moment.,1
"Right now, i cannot stop smiling",1
I am full of joy,1
I am full of joy today,1
"Right now, everything is perfect",1
Oh i do not feel tired,1
"Right now, i cannot stop smiling",1
I cannot stop smiling.,1
"Honestly, this made my day",1
"Honestly, this made my day",1
I am not worried at all today,1
"Honestly, i am very happy",1
Everything is perfect.,1
I do not feel bad,1
Oh that was very funny,1
I am very happy today,1
"Honestly, everything is perfect",1
I do not feel bad.,1
Oh this is not boring,1
"Honestly, i am full of joy",1
"Honestly, i cannot stop smiling",1
Today is a great day.,1
"Right now, i feel amazing today",1
"Honestly, i am very happy",1
That was very funny.,1
This is not boring.,1
Oh i feel amazing today,1
Life is beautiful,1
I feel amazing today today,1
Today is a great day.,1
I am not worried at all,1
"Right now, i am very happy",1
This is not boring.,1
"Right now, i do not feel bad",1
"Honestly, i am very happy",1
This is not boring,1
I do not feel tired,1
"Right now, i feel amazing today",1
"Right now, today is a great day",1
Everything is perfect today,1
"Right now, this is not boring",1
"Honestly, today is a great day",1
"Right now, i am very happy",1
"Right now, i love this moment",1
I am not sad today today,1
Oh this made my day,1
"Right now, i am full of joy",1
"Right now, today is a great day",1
I feel amazing today today,1
Oh i love this moment,1
I am very happy,1
Oh today is a great day,1
"Right now, i am full of joy",1
This is not boring.,1
"Right now, everything is perfect",1
"Right now, life is beautiful",1
Oh that was very funny,1
"Honestly, life is beautiful",1
I am very happy.,1
This made my day.,1
I feel amazing today today,1
"Right now, i am not sad today",1
I do not feel bad today,1
"Right now, i feel amazing today",1
I am full of joy,1
"Right now, i love this moment",1
I cannot stop smiling,1
"Honestly, today is a great day",1
"Right now, life is beautiful",1
"Right now, this is not boring",1
Life is beautiful today,1
"Honestly, i do not feel bad",1
Oh i am not worried at all,1
Oh life is beautiful,1
I am very happy,1
Everything is perfect today,1
I cannot stop smiling.,1
Everything is perfect.,1
Oh life is beautiful,1
I am not sad today.,1
Oh i love this moment,1
"Honestly, i am not worried at all",1
Oh life is beautiful,1
Today is a great day today,1
I do not feel tired.,1
I cannot stop smiling.,1
Everything is perfect.,1
I am full of joy,1
I am not sad today,1
I feel amazing today today,1
"Honestly, everything is perfect",1
I cannot stop smiling today,1
I am full of joy,1
"Right now, everything is perfect",1
I love this moment.,1
Oh i am very happy,1
"Honestly, i am full of joy",1
Life is beautiful today,1
"Honestly, i am not worried at all",1
I cannot stop smiling,1
This made my day today,1
I do not feel bad today,1
I do not feel bad.,1
Oh that was very funny,1
"Honestly, today is a great day",1
This made my day.,1
I love this moment today,1
Life is beautiful,1
Today is a great day,1
I love this moment,1
"Honestly, i do not feel bad",1
"Right now, this made my day",1
I love this moment,1
I am not worried at all.,1
"Right now, i do not feel tired",1
Today is a great day,1
I do not feel tired,1
Today is a great day,1
"Right now, i am very happy",1
Oh i love this moment,1
"Honestly, i am not sad today",1
I do not feel bad,1
Oh today is a great day,1
"Honestly, i do not feel bad",1
I am not sad today.,1
"Honestly, i do not feel bad",1
I am not sad today,1
"Right now, this is not boring",1
Oh this is not boring,1
I do not feel tired.,1
I love this moment,1
"Honestly, i love this moment",1
Life is beautiful,1
"Honestly, this made my day",1
I love this moment,1
I am not sad today,1
Today is a great day.,1
Oh everything is perfect,1
I am not sad today.,1
Life is beautiful,1
I am not sad today,1
"Honestly, today is a great day",1
"Honestly, i am full of joy",1
This is not boring today,1
This made my day,1
That was very funny,1
I am very happy,1
I am not worried at all today,1
"Right now, today is a great day",1
"Right now, everything is perfect",1
"Right now, i am full of joy",1
This made my day today,1
"Honestly, life is beautiful",1
"Right now, today is a great day",1
"Right now, today is a great day",1
"Honestly, i feel amazing today",1
I cannot stop smiling today,1
"Honestly, i am not sad today",1
Today is a great day.,1
I am not sad today today,1
I cannot stop smiling.,1
Oh i am full of joy,1
"Honestly, i cannot stop smiling",1
"Honestly, i do not feel bad",1
"Honestly, i am not worried at all",1
"Honestly, today is a great day",1
I do not feel bad,1
Everything is perfect,1
Oh that was very funny,1
"Honestly, i am not worried at all",1
"Right now, life is beautiful",1
"Right now, that was very funny",1
I am full of joy,1
I am full of joy.,1
Oh life is beautiful,1
Today is a great day today,1
I feel amazing today.,1
I am not sad today today,1
I do not feel tired.,1
"Honestly, this is not boring",1
Oh i am not worried at all,1
I do not feel bad,1
"Honestly, i cannot stop smiling",1
"Right now, i am very happy",1
Oh this is not boring,1
This is not boring today,1
Life is beautiful.,1
This made my day.,1
"Right now, life is beautiful",1
Everything is perfect,1
Oh today is a great day,1
I do not feel bad today,1
Oh that was very funny,1
"Honestly, i love this moment",1
Today is a great day.,1
"Right now, this is not boring",1
Everything is perfect today,1
"Honestly, i am not worried at all",1
"Right now, i feel amazing today",1
Oh i cannot stop smiling,1
"Honestly, this is not boring",1
I love this moment today,1
I am very happy,1
Oh i do not feel tired,1
"Right now, this made my day",1
I cannot stop smiling.,1
Everything is perfect today,1
Life is beautiful today,1
I am very happy.,1
Everything is perfect,1
I do not feel bad.,1
I am full of joy.,1
"Right now, i am not sad today",1
Everything is perfect,1
That was very funny,1
"Right now, i am not sad today",1
I am not worried at all.,1
I am very happy,1
I love this moment.,1
That was very funny today,1
I do not feel tired,1
I am not sad today today,1
This made my day.,1
Oh i am full of joy,1
"Honestly, everything is perfect",1
"Honestly, i am not worried at all",1
I do not feel tired,1
This made my day today,1
I am not worried at all,1
I am not sad today,1
Oh i do not feel tired,1
I am very happy.,1
I am full of joy,1
Today is a great day,1
"Honestly, i feel amazing today",1
I cannot stop smiling.,1
"Honestly, today is a great day",1
"Right now, i do not feel tired",1
"Honestly, i am not worried at all",1
Everything is perfect.,1
"Honestly, i am full of joy",1
I cannot stop smiling.,1
Oh i do not feel bad,1
"Right now, i do not feel tired",1
"Right now, today is a great day",1
"Right now, i love this moment",1
"Honestly, that was very funny",1
"Right now, this is not boring",1
"Honestly, this is not boring",1
Everything is perfect today,1
"Honestly, today is a great day",1
"Right now, i am not sad today",1
I feel amazing today,1
I am very happy today,1
I am not sad today today,1
Oh i do not feel bad,1
I do not feel tired today,1
"Right now, i am very happy",1
"Honestly, that was very funny",1
"Honestly, i am not sad today",1
"Right now, i love this moment",1
Everything is perfect,1
I love this moment.,1
I am very happy.,1
That was very funny,1
This is not boring,1
This is not boring,1
I am not sad today today,1
Everything is perfect,1
"Right now, today is a great day",1
I do not feel bad.,1
I love this moment,1
"Honestly, life is beautiful",1
"Honestly, i cannot stop smiling",1
This made my day.,1
Oh i am very happy,1
That was very funny.,1
Oh i am very happy,1
"Honestly, i do not feel bad",1
I love this moment today,1
Life is beautiful.,1
I am not worried at all.,1
I love this moment.,1
Everything is perfect.,1
I am not sad today.,1
"Honestly, i am not sad today",1
"Right now, i cannot stop smiling",1
"Right now, i am very happy",1
I am not worried at all,1
Oh this made my day,1
I feel amazing today,1
Life is beautiful,1
I do not feel tired,1
I am full of joy today,1
I do not feel tired,1
Oh this made my day,1
I do not feel bad today,1
Life is beautiful,1
Oh this made my day,1
"Honestly, this made my day",1
Today is a great day.,1
That was very funny,1
"Right now, everything is perfect",1
"Honestly, everything is perfect",1
"Honestly, this is not boring",1
I do not feel tired.,1
I am full of joy,1
I am very happy today,1
I am not worried at all today,1
I do not feel tired.,1
I am not sad today,1
I am not sad today,1
I am not sad today today,1
This is not boring,1
"Honestly, i do not feel bad",1
I am not sad today.,1
Life is beautiful,1
I do not feel bad today,1
I do not feel bad,1
I love this moment,1
"Honestly, i am not worried at all",1
This is not boring.,1
"Honestly, i am not sad today",1
"Honestly, that was very funny",1
I love this moment.,1
Oh i do not feel tired,1
I am not worried at all today,1
I do not feel bad today,1
Today is a great day today,1
"Honestly, this is not boring",1
I do not feel tired.,1
"Honestly, you are my favorite person",2
"Honestly, i care deeply for you",2
Oh i do not hate you,2
"Right now, i always think about you",2
I am not afraid of loving you.,2
Oh i feel connected to you,2
"Honestly, you do not make me sad",2
I am not afraid of loving you.,2
"Honestly, i do not hate you",2
You do not make me sad.,2
Oh i am not afraid of loving you,2
"Honestly, i am not afraid of loving you",2
"Honestly, i love you",2
"Right now, i care deeply for you",2
Oh you do not make me sad,2
Oh you do not make me sad,2
"Right now, i am not angry with you",2
Oh i am not afraid of loving you,2
"Right now, i always think about you",2
I adore you.,2
Oh i care deeply for you,2
I am not angry with you,2
"Right now, i am not angry with you",2
Oh this is not just friendship,2
I do not hate you today,2
You are my world,2
"Right now, you mean everything to me",2
You mean everything to me.,2
You mean everything to me,2
Oh i care deeply for you,2
"Right now, you do not make me sad",2
"Right now, i do not hate you",2
You mean everything to me,2
"Right now, my heart belongs to you",2
"Honestly, i always think about you",2
"Honestly, this is not just friendship",2
You do not make me sad,2
This is not just friendship.,2
My heart belongs to you.,2
"Honestly, i always think about you",2
Oh i love you,2
I care deeply for you,2
Oh i do not hate you,2
You make my heart warm,2
Oh this is not just friendship,2
"Honestly, i always think about you",2
"Right now, i do not hate you",2
"Right now, this is not just friendship",2
"Honestly, i am not afraid of loving you",2
"Honestly, i adore you",2
Oh this is not just friendship,2
I do not hate you,2
"Right now, i am not angry with you",2
"Right now, i adore you",2
You are my world today,2
"Honestly, you are my world",2
My heart belongs to you.,2
Oh you do not make me sad,2
I am not afraid of loving you today,2
My heart belongs to you,2
"Honestly, you mean everything to me",2
"Honestly, i adore you",2
I do not hate you,2
I care deeply for you today,2
I feel connected to you,2
You are my world,2
"Right now, my heart belongs to you",2
"Honestly, you are my world",2
You make my heart warm today,2
This is not just friendship,2
"Honestly, this is not just friendship",2
"Honestly, i always think about you",2
I always think about you today,2
"Honestly, i adore you",2
This is not just friendship today,2
"Honestly, you mean everything to me",2
"Right now, i am not angry with you",2
You mean everything to me today,2
"Honestly, i care deeply for you",2
"Right now, my heart belongs to you",2
"Right now, my heart belongs to you",2
You are my favorite person today,2
You make my heart warm.,2
"Honestly, you mean everything to me",2
I am not afraid of loving you,2
Oh this is not just friendship,2
You mean everything to me today,2
Oh you mean everything to me,2
You make my heart warm,2
I do not hate you today,2
You are my world today,2
I am not angry with you today,2
I care deeply for you.,2
"Honestly, you do not make me sad",2
I feel connected to you.,2
"Honestly, you mean everything to me",2
"Right now, i always think about you",2
Oh you are my world,2
"Right now, i adore you",2
"Honestly, i do not hate you",2
You make my heart warm today,2
Oh i care deeply for you,2
"Honestly, i always think about you",2
I love you,2
"Honestly, i am not angry with you",2
I do not hate you,2
You do not make me sad,2
You mean everything to me today,2
Oh i love you,2
Oh you do not make me sad,2
I feel connected to you.,2
"Honestly, this is not just friendship",2
"Right now, you are my world",2
Oh i feel connected to you,2
Oh you mean everything to me,2
I am not angry with you today,2
I love you,2
Oh i am not afraid of loving you,2
"Honestly, you are my favorite person",2
"Honestly, you are my world",2
"Honestly, i adore you",2
You mean everything to me.,2
Oh i love you,2
Oh i feel connected to you,2
"Honestly, you are my favorite person",2
I always think about you,2
Oh you do not make me sad,2
"Right now, i love you",2
You make my heart warm today,2
Oh i am not angry with you,2
I do not hate you,2
I love you,2
Oh i feel connected to you,2
I feel connected to you.,2
You are my favorite person today,2
"Right now, i feel connected to you",2
You are my world,2
Oh you are my favorite person,2
"Honestly, i feel connected to you",2
Oh i do not hate you,2
"Right now, my heart belongs to you",2
You make my heart warm.,2
Oh i love you,2
"Right now, you mean everything to me",2
"Honestly, this is not just friendship",2
This is not just friendship.,2
"Right now, you make my heart warm",2
"Right now, you make my heart warm",2
"Right now, i feel connected to you",2
"Right now, you do not make me sad",2
I care deeply for you today,2
You mean everything to me,2
I am not angry with you.,2
You make my heart warm.,2
"Right now, you are my world",2
Oh i love you,2
Oh my heart belongs to you,2
"Honestly, i do not hate you",2
This is not just friendship,2
"Right now, you do not make me sad",2
You do not make me sad today,2
"Right now, i adore you",2
You make my heart warm.,2
You are my world.,2
"Right now, you do not make me sad",2
Oh you mean everything to me,2
"Right now, you mean everything to me",2
"Right now, i adore you",2
I love you.,2
I am not afraid of loving you,2
Oh i love you,2
You are my favorite person today,2
"Honestly, i always think about you",2
"Right now, i feel connected to you",2
"Honestly, you do not make me sad",2
My heart belongs to you.,2
"Right now, you do not make me sad",2
Oh i am not angry with you,2
"Honestly, i do not hate you",2
"Right now, i am not angry with you",2
